pessoa_id,idade,salario_anual,situacao_moradia,tempo_de_trabalho,motivo_do_emprestimo,pontuacao,valor_emprestimo,taxa_de_juros,possibilidade_de_inadimplencia,renda_percentual,inadimplente,tempo_solicitacao
R4k63lZI-vsqp,39,24000,Own,0,Homeimprovement,A,3000,7.74,0,0.13,N,11
CCk2bGw7-bWOb,28,35000,Mortgage,0,Debtconsolidation,A,11850,6.54,0,0.34,N,6
SITYwuum-4zTy,37,117300,Mortgage,12,Medical,A,10000,NULL,1,0.07,N,11
I5BWDF4I-sZXR,36,60000,Rent,3,Education,A,9500,7.14,0,0.16,N,12
P4fbTv7c-nuvR,29,NULL,Rent,2,Personal,C,24250,NULL,0,0.12,N,5
MCT6bTz3-qkoR,29,12000,Rent,1,Education,D,4500,15.05,1,0.38,N,9
R3HNyJub-BaD7,29,120000,Mortgage,7,Debtconsolidation,B,20000,12.42,0,0.17,N,6
KzObfG4y-uMxk,31,35352,Mortgage,15,Debtconsolidation,A,9000,6.03,0,0.25,N,5
YsKOFrQB-hdLe,25,60000,Mortgage,5,Homeimprovement,C,8000,14.27,1,0.13,N,3
Yp2opYsA-Mze8,27,23000,Rent,0,Venture,A,8500,NULL,1,0.37,N,7
BAWUBkFA-4Np1,26,42000,Rent,2,Venture,C,4800,14.27,1,0.11,N,2
f0oRPhSt-nee2,23,18000,Rent,2,Education,C,2000,14.79,0,0.11,N,3
yzvCCsez-y7Q5,34,40000,Own,2,Education,B,2000,10.74,0,0.05,N,6
6chcGqLM-rFFg,21,38000,Mortgage,5,Education,C,7000,13.49,0,0.18,Y,3
pbEGRkq1-eQRp,28,60000,Rent,5,Homeimprovement,A,7200,5.42,0,0.12,N,7
W5mdTd8A-M32U,27,75000,Mortgage,6,Personal,A,3500,6.03,0,0.05,N,10
66y7ZaKi-F6XG,22,90000,Mortgage,6,Debtconsolidation,B,9500,NULL,0,0.11,N,3
mTmkOq8P-pYnB,26,40000,Rent,0,Personal,D,5000,15.99,1,0.13,Y,2
88uzEgrI-t3t1,37,74000,Rent,0,Education,D,8000,16.89,1,0.11,N,15
l49jDha3-Lbtl,22,33000,Rent,1,Debtconsolidation,A,2000,NULL,0,0.06,N,3
qXGPtW85-ahKi,NULL,52880,Rent,6,Medical,D,NULL,18.25,0,0.1,N,16
gWwPzwEL-88vq,44,63000,Rent,4,Medical,A,5500,7.51,0,0.09,N,13
Zw1zOmM5-Ok70,24,48000,Mortgage,8,Medical,A,10000,7.49,0,0.21,N,3
GQRbd31B-Do0D,31,24000,Own,14,Personal,D,2000,16.29,0,0.08,N,9
AoruBX4Y-D6qO,28,73500,Rent,0,Homeimprovement,,2400,NULL,0,0.07,N,4
cz6coAJ3-kToG,26,277104,Rent,0,Venture,B,20000,11.48,0,0.07,N,3
TnZ5JZeq-gOh3,26,56004,Mortgage,3,Education,A,13000,8.59,0,0.23,N,3
ub7ZwpPk-wfP4,39,54000,Mortgage,17,Personal,B,25000,11.49,0,0.46,N,16
UZsYKwrz-AqFO,25,34500,Rent,1,Venture,E,18250,17.04,1,0.53,N,3
SL2ewzHe-1H22,24,60500,Mortgage,8,Education,A,6000,7.68,0,0.1,N,4
lU1KJhdE-6j3d,23,72324,Rent,7,Venture,B,12000,10.99,0,0.17,N,3
JKQOJKID-vjBd,26,30000,Rent,7,Debtconsolidation,D,5000,14.42,1,0.17,N,4
OngaO0qo-OWGw,24,51684,Rent,8,Personal,B,3000,10.59,0,0.06,N,2
DSH0ghIx-3A6n,31,60000,Own,0,Education,B,24250,12.18,0,0.4,N,7
JaHR6BHu-78M2,24,27442,Mortgage,8,Debtconsolidation,B,5175,10.99,0,0.19,N,4
OKTMq6RB-ix3I,32,28800,Rent,4,Personal,E,14500,16.7,1,0.5,N,10
4r6wZsef-F5gf,21,44000,Mortgage,2,Debtconsolidation,E,15000,16,1,0.34,N,2
U3gSlG9i-Wn8g,44,82000,Mortgage,5,Debtconsolidation,C,8400,12.84,1,0.1,Y,17
jnCa5qAT-bL5I,25,40000,Rent,3,Education,B,16000,11.71,1,0.4,N,4
jHmBdjLZ-vnoz,32,45000,Rent,3,Personal,C,3000,12.61,0,0.07,N,7
EE7FwWMY-PnSU,25,60000,Mortgage,1,Venture,A,5000,7.29,0,0.08,N,2
HtofIPoD-juDn,29,115000,Mortgage,7,Education,D,8100,16.49,0,0.07,Y,10
LZgRNecv-UMXJ,27,58000,Rent,5,Homeimprovement,A,5900,9.32,0,0.1,N,6
YHSWxFH4-UqRn,22,60000,Mortgage,6,Education,C,1600,11.66,0,0.03,N,4
AAyt60cJ-5Oav,21,61490,Rent,5,Education,B,7200,10.99,0,0.12,N,3
RUtqXDBt-cKud,22,46000,Rent,3,Education,B,12000,11.71,0,0.26,N,3
M9IKRZYw-ZUin,30,270000,Mortgage,7,Homeimprovement,E,35000,19.69,0,0.13,N,8
Uz8g9PGd-wstE,24,85000,Mortgage,5,Homeimprovement,B,12000,11.14,0,0.14,N,3
EouTd0vN-6uA1,40,22800,Rent,0,Medical,A,1500,7.29,0,0.07,N,16
I9xYDcHM-IuYZ,45,33600,Own,14,Venture,A,4000,6.39,0,0.12,N,11
lIztn2BD-30W1,25,25200,Own,5,Homeimprovement,D,1200,15.99,0,0.05,Y,3
XrWInuul-i4hx,27,78000,Rent,6,Debtconsolidation,D,17200,17.49,1,0.22,Y,7
ssZSXEWi-YLpi,31,81000,Mortgage,15,Homeimprovement,A,7200,9.63,0,0.09,N,8
y3wE9XGs-KDz7,35,96000,Mortgage,5,Medical,A,14000,7.49,0,0.15,N,10
YZxp65Zc-Be4R,NULL,NULL,Rent,2,Personal,E,12000,7.49,0,0.21,N,17
quOvXFuN-kZmE,26,70500,Mortgage,11,Personal,A,14500,7.49,1,0.21,N,3
yP9EjBtY-lvMv,39,45000,Mortgage,3,Debtconsolidation,C,12000,14.72,0,0.27,N,15
2m0C2SrX-Ff8S,22,34900,Mortgage,4,Debtconsolidation,D,3600,15.7,1,0.1,N,4
cdwZR6gQ-4LJU,24,79200,Rent,3,Education,D,16000,12.67,1,0.2,Y,2
uLsu3sW1-WuPh,37,32000,Rent,4,Debtconsolidation,C,10000,13.79,1,0.31,N,15
P5aaxbP0-gGHo,23,17688,Rent,0,Debtconsolidation,B,1700,11.11,0,0.1,N,3
XRlPj8Oi-T77S,31,110000,Rent,2,Personal,A,3650,9.63,0,0.03,N,6
TjSmEWke-Kq1f,24,50000,Rent,0,Venture,B,28000,NULL,NULL,0.25,N,4
kkSdtmkC-knpX,37,20004,Rent,0,Venture,B,5000,NULL,0,0.25,N,14
Me5rmk7p-nqro,22,36000,Rent,0,Venture,C,10000,15.27,1,0.28,N,2
e7jKd3zk-0IPN,22,73000,Mortgage,6,Medical,B,3000,NULL,0,0.04,N,4
T6Fpexwi-NxHj,26,50000,Mortgage,5,Education,A,5000,7.4,0,0.1,N,2
nxRoLnWy-IzmK,24,54000,Rent,3,Venture,B,5600,10.59,0,0.1,N,4
Swk3wmfT-95fn,25,95000,Mortgage,5,Venture,B,NULL,13.48,NULL,0.33,N,8
RGdSRl3S-rZf8,23,50000,Rent,4,Medical,B,2800,11.86,0,0.06,N,2
8BmvWx0v-ZeZm,30,117500,Mortgage,3,Personal,A,17500,7.37,0,0.15,N,6
u6cKGuCH-tJGU,27,70000,Mortgage,0,Medical,B,33000,NULL,0,0.47,N,7
QmHXFhqm-NXvb,29,63533,Rent,0,Personal,A,5400,7.66,0,0.08,N,7
03gQN1Nm-6qQ7,29,65000,Mortgage,13,Education,D,10000,15.33,0,0.15,Y,6
z6p26N9H-DsuL,24,65000,Mortgage,8,Homeimprovement,A,2000,5.42,0,0.03,N,3
g3chevBY-b4mh,24,120000,Rent,1,Venture,B,24000,12.69,0,0.2,N,4
b1g1s0DY-68Hi,26,24480,Rent,0,Medical,A,4375,5.79,0,0.18,N,4
AMlG2K1U-SZRd,21,36000,Mortgage,1,Debtconsolidation,A,8000,9.32,0,0.22,N,3
QPLoHsJY-i7FF,22,69000,Rent,5,Education,B,8650,11.49,0,0.13,N,4
JhoXlu88-Q5Mi,29,42996,Rent,5,Venture,C,6000,15.96,1,0.14,N,9
n6wztzqX-uzjf,24,42000,Rent,8,Debtconsolidation,C,6000,12.68,0,0.14,N,4
xqLcY5sB-q4me,32,38000,Rent,2,Debtconsolidation,B,12000,12.42,1,0.32,N,9
igm9kh2D-XqTK,24,100000,Mortgage,7,Education,D,10300,15.99,0,0.1,Y,4
BbHtvhRg-60vq,24,67644,Rent,3,Debtconsolidation,A,6000,6.99,0,0.09,N,3
GTSdb5Ql-hxXK,26,65000,Rent,3,Medical,A,2000,7.51,0,0.03,N,2
rpusB0hn-nCs9,23,92000,Mortgage,7,Venture,E,10000,16.7,0,0.11,Y,2
AqN2IoxO-4HQn,22,52000,Rent,2,Education,B,25000,11.11,1,0.48,N,4
ttpjvO1M-4YSh,24,52000,Rent,1,Medical,A,7000,7.74,0,0.13,N,4
zugMBeyd-sWL2,43,267000,Mortgage,14,Debtconsolidation,B,21000,12.69,0,0.08,N,13
gzwlXc9X-eGgK,24,50000,Rent,8,Medical,E,15850,16.35,1,0.32,Y,3
mgvcnDQK-LTtl,39,69000,Rent,NULL,Personal,D,9500,16.77,1,0.24,,10
ZxLL6mXB-aSty,46,48000,Rent,1,Education,F,8400,18.54,1,0.17,N,16
gk40EHxn-3w4X,24,100000,Mortgage,8,Medical,A,10750,6.99,0,0.11,N,4
UiH1QDgX-KNp3,30,32040,Rent,NULL,Education,C,13275,NULL,1,0.41,N,5
DYiJxNW9-3bz1,50,150000,Rent,3,Debtconsolidation,A,NULL,11.83,NULL,0.19,N,5
8qdAJQhm-peZ6,38,43000,Own,5,Venture,A,10000,7.51,0,0.23,N,12
r8K2Su6c-Jw1f,38,66000,Rent,1,Personal,D,10000,15.99,1,0.15,Y,12
9m7ctL1T-NDzC,23,60000,Rent,5,Medical,A,10000,7.14,0,0.17,N,2
pOmziKzR-gDRc,25,30000,Rent,4,Medical,C,1400,13.11,0,0.05,N,2
t9QG2IBc-uQXP,25,130000,Mortgage,3,Homeimprovement,C,8000,13.49,0,0.06,N,4
JXjgRHqx-8gXo,26,110000,Mortgage,3,Debtconsolidation,A,4000,6.92,0,0.04,N,2
4761JqjR-jWHQ,22,75000,Mortgage,6,Education,C,16000,13.61,0,0.21,N,2
Jd3d9mDD-ZFbM,31,33000,Rent,1,Medical,D,9750,14.54,1,0.3,Y,9
M42oGeP9-WKZ0,46,90000,Mortgage,5,Debtconsolidation,A,20000,6.91,0,0.22,N,16
LE1inn46-xliE,24,33000,Rent,2,Venture,C,3300,12.99,0,0.1,N,4
iuWr6SyT-cpKI,36,70000,Mortgage,0,Venture,C,6000,13.79,0,0.09,N,15
z8GkReit-ohB0,28,60000,Own,12,Education,A,7000,7.66,0,0.12,N,9
BmSuANpB-z95M,29,34500,Own,7,Venture,A,20000,7.29,0,0.58,N,10
ER8EBpwF-biyK,25,79000,,9,Personal,B,NULL,9.91,1,0.02,N,2
47k7NRxv-jKld,44,48000,Rent,4,Medical,B,7500,11.49,0,0.16,N,15
LUm0FvDp-BxBX,26,51500,Rent,3,Medical,B,6000,10.75,0,0.12,N,3
579kfQ5j-j8ty,36,44000,Rent,4,Education,A,7000,8,0,0.16,N,11
M1cSNCb0-kuDs,22,68000,Mortgage,6,Education,C,9000,15.27,0,0.13,N,2
koWOZjDc-3846,23,36000,Mortgage,3,Venture,B,4800,10.38,0,0.13,N,4
Qg8zGQKL-bC2j,NULL,50808,Rent,2,Education,A,10000,NULL,0,0.28,Y,17
SsiuOmIu-yDyF,28,60000,Own,0,Venture,B,7000,11.11,0,0.12,N,5
MtLOuu32-cO4M,22,73000,Mortgage,6,Venture,A,7000,7.49,0,0.1,N,2
lPUrKI1c-jDDO,31,35000,Rent,0,Medical,C,6000,12.84,0,0.17,N,7
YyI8ZgqE-n60B,22,60000,Mortgage,1,Education,B,17000,9.45,0,0.28,N,4
vKdxrAAN-3iCm,33,NULL,Mortgage,2,Medical,A,14400,10.74,0,0.12,,10
0hM96PJM-U8OU,26,51000,Mortgage,3,Debtconsolidation,A,12000,7.29,0,0.24,N,4
FaoXOGkJ-KyNb,25,35000,Rent,2,Debtconsolidation,B,7500,10.99,0,0.21,N,2
0KSAdz3s-AhG4,30,77000,Rent,7,Personal,B,25000,10.75,1,0.32,N,8
gcA08LDF-3HYy,25,60000,Rent,4,Education,B,12500,11.89,0,0.21,N,2
XiFpxKAl-rhAw,28,44500,Mortgage,2,Debtconsolidation,A,10000,8.59,0,0.22,N,10
zO1ztO1I-EP8l,21,72000,Mortgage,5,Debtconsolidation,A,2000,6.54,0,0.03,N,2
Bcl59cqr-8oGi,23,91000,Mortgage,4,Venture,E,8000,17.19,0,0.09,N,4
y0DsDcgf-CksG,26,74000,Mortgage,1,Education,B,24000,10.74,1,0.32,N,3
18SS7y9i-ukrk,33,35000,Mortgage,15,Medical,C,12000,13.11,0,0.34,Y,7
10Npvadn-S85e,36,44000,Rent,2,Homeimprovement,E,6000,NULL,1,0.14,N,12
8Kc29G7D-n2vC,22,40000,Mortgage,6,Debtconsolidation,A,7000,9.32,0,0.17,N,3
B6UrLlPK-8jSH,23,120000,Mortgage,7,Education,B,18225,NULL,0,0.15,N,3
cUKB8306-1FXa,25,37596,Mortgage,3,Personal,B,12000,11.99,0,0.32,N,4
S1kbc4w3-UOmo,22,64000,Mortgage,3,Personal,A,9600,8.49,0,0.15,N,3
vs5srJNt-OHGM,33,63000,Mortgage,7,Debtconsolidation,A,18250,8.9,0,0.29,N,9
khS57OMF-3KaP,24,117000,Mortgage,NULL,Medical,A,20000,10.38,NULL,0.32,N,4
ci55G2GR-icAL,22,44000,Rent,6,Medical,B,10000,10.65,0,0.23,N,4
qYIcDCpp-dJi9,23,29376,Rent,3,Venture,A,5950,7.66,0,0.2,N,2
Jw0znMOL-e5Au,22,75000,Rent,2,Education,B,10000,11.26,0,0.13,N,4
IrQXfei8-z18w,24,24000,Own,2,Venture,A,10000,6.92,0,0.42,N,4
sY4oFJQh-B8Xp,23,81120,Mortgage,3,Personal,B,15000,10.25,0,0.18,N,4
JsvOzlwA-4kNp,28,60000,Mortgage,12,Homeimprovement,A,20000,7.9,0,0.33,N,7
OlDlGTfu-h7ON,22,78000,Mortgage,3,Education,E,16000,16.45,0,0.21,N,3
r4jwsMZI-FDR2,27,42500,Mortgage,4,Debtconsolidation,C,8000,13.06,0,0.19,N,5
IaWSg6zc-I2oW,27,115000,Rent,3,Venture,A,6000,7.4,0,0.05,N,5
FJ9e0oJF-qJNY,38,48000,Own,NULL,Venture,A,7600,7.88,0,0.16,N,11
ELgTOloX-IboU,25,85000,Mortgage,7,Personal,A,2000,NULL,0,0.02,N,2
2aAiMXFa-e4j9,23,42000,Rent,1,Personal,B,7500,10.33,0,0.18,N,4
nN1KAqHn-kUNs,24,38000,Own,2,Education,A,9600,NULL,0,0.25,N,2
Avief8dk-lF4y,30,56000,Mortgage,5,Education,B,1500,NULL,0,0.03,N,7
bkBwCJTC-9xpr,21,34500,Rent,5,Education,A,10500,8.49,1,0.3,N,3
QgiMY8cr-TJCs,30,63500,Mortgage,9,Venture,D,12000,15.33,0,0.19,Y,9
Q8aFCRaD-oMvv,26,34800,Mortgage,4,Medical,B,5975,11.49,0,0.17,N,4
pKtpPsWm-gBb5,25,95000,Rent,4,Venture,B,15000,12.42,0,0.16,N,2
w3SRhnZE-KFio,29,65000,Mortgage,5,Medical,B,6000,10.36,0,0.09,N,7
PmOBL4vZ-FY8P,38,40000,Rent,5,Medical,B,4000,11.49,0,0.1,N,12
9bfC8C5o-v7f5,27,120000,Mortgage,NULL,Debtconsolidation,A,20000,7.51,0,0.17,N,6
KNuCnys1-WSZG,23,75800,Rent,0,Education,A,7000,6.54,0,0.09,N,4
NchJDY1v-KL5c,23,NULL,Rent,2,Debtconsolidation,A,3000,NULL,1,0.16,,3
Hr3AA5o2-4OCU,30,61000,Rent,4,Education,A,12000,6.92,0,0.2,N,9
oPsu7fgo-TELS,51,55000,Mortgage,5,Personal,D,16750,15.2,0,0.3,Y,21
TPPb5RxI-6rhd,27,45000,Rent,1,Education,B,14000,9.76,1,0.31,N,9
LBhz7bkA-rbhc,35,23400,Own,12,Education,D,5000,15.33,0,0.21,N,9
u0iaZWr8-E4hy,25,60626,Mortgage,4,Debtconsolidation,A,2500,6.92,0,0.04,N,3
4cR6z3Ua-d8tK,23,100000,Rent,4,Venture,B,4150,10.65,0,0.04,N,2
wTPkntGz-NJm2,29,74000,Mortgage,4,Debtconsolidation,B,12000,NULL,0,0.16,N,9
NfrvKKDA-WjhW,22,44004,Mortgage,0,Debtconsolidation,E,11000,15.68,1,0.25,N,4
4c9uoy1d-CHzM,33,26400,Own,13,Venture,B,7000,11.36,0,0.27,N,9
HxRJutDQ-Ugtu,33,125000,Rent,5,Debtconsolidation,B,25000,11.36,0,0.2,N,5
RZv8BKdm-hHIX,29,35000,Rent,3,Medical,B,7000,8.88,0,0.2,N,5
oWaLoETW-bIGt,25,51996,Mortgage,6,Venture,C,7000,NULL,0,0.13,N,3
xJND7WSp-DDfo,45,42320,Mortgage,6,Venture,C,7475,13.49,0,0.18,Y,15
DdaeC02x-Egrh,25,60000,Rent,9,Education,A,12000,7.9,0,0.2,N,2
GbQzDn2O-e1Uf,23,57996,Rent,1,Medical,C,11650,13.47,0,0.2,N,2
jKLUkLfb-WnW9,32,38000,Rent,3,Venture,A,6350,5.79,0,0.17,N,6
uTxBosEU-rWPg,24,82000,Mortgage,8,Venture,B,5325,NULL,0,0.06,N,3
Ro3ZxObP-pnQ9,24,42000,Rent,0,Medical,C,3000,12.73,0,0.07,N,4
E7pm5BAB-mySj,36,80000,Rent,0,Medical,C,7600,13.49,0,0.1,N,15
GYcPhEkT-PimG,28,60000,Mortgage,6,Debtconsolidation,B,4125,9.99,0,0.07,N,10
E63mnQi1-Qnac,30,35000,Rent,5,Personal,B,1000,10.36,0,0.03,N,6
SnoyhBlQ-i41i,26,75000,Rent,4,Education,B,14000,11.11,0,0.19,N,4
eGR7C5uA-KEkz,23,75000,Rent,2,Personal,C,12000,12.98,0,0.16,Y,2
JeuIsO0a-CDH4,27,35000,Mortgage,11,Medical,B,9000,11.49,0,0.26,N,5
njhlt9H6-TQ2h,28,107364,Mortgage,12,Debtconsolidation,A,8000,6.76,0,0.07,N,9
YGZqPU6h-LCq1,25,120000,Mortgage,5,Debtconsolidation,A,9500,5.42,0,0.08,N,2
Tvswnl3A-SFbq,30,90000,Mortgage,5,Personal,B,7500,10.71,0,0.08,N,5
PUtXbRrA-Athc,23,83600,Rent,7,Personal,A,15000,8.49,1,0.18,N,3
w9odKIDR-lHgH,25,31000,Mortgage,7,Homeimprovement,A,6000,7.66,0,0.19,N,2
ZEcQ54U1-1bpc,29,20688,Rent,NULL,Personal,A,10400,8.49,1,0.5,N,9
LMl8wzbw-YX9X,26,45000,Rent,3,Education,A,6000,5.79,0,0.13,N,2
3XBsA3Tb-ZU9t,27,52000,Mortgage,4,Debtconsolidation,A,8000,8.9,0,0.15,N,10
fz5fxXzp-smcX,23,31920,Rent,0,Debtconsolidation,A,5000,8,0,0.16,N,3
t3PUTiDB-Z40R,29,73000,Mortgage,6,Education,D,21000,13.36,1,0.29,Y,7
jigxy6bj-M2dN,38,117000,Mortgage,5,Homeimprovement,C,10700,14.27,0,0.09,Y,14
d3lMzaoI-7FwX,25,80000,Rent,NULL,Debtconsolidation,A,8800,7.51,0,0.11,N,2
DfBBYN9T-7dQa,22,113000,Mortgage,6,Education,B,25000,12.53,0,0.22,N,4
iDb0AQ9c-T4St,24,24000,Rent,0,Medical,C,5600,12.73,0,0.23,N,4
KASvHwWA-jsur,23,26400,Rent,3,Debtconsolidation,C,1200,14.35,1,0.05,Y,4
FWruXEBU-6sal,26,36000,Rent,3,Education,A,3000,7.88,0,0.08,N,4
suTQ8OWB-ryzU,44,189996,Mortgage,12,Personal,C,8000,13.16,0,0.04,N,15
wutE9iK6-uGUG,23,49000,Mortgage,7,Venture,C,4000,13.99,0,0.08,N,4
fN18mts3-OHuW,24,61500,Mortgage,8,Venture,B,3200,11.49,0,0.05,N,2
SOX7SIHn-ec0u,33,75000,Own,5,Homeimprovement,A,17000,6.54,0,0.23,N,5
tusejgiq-4618,32,120000,Mortgage,13,Education,B,2000,NULL,0,0.02,N,5
IjT2kwJN-piLE,28,54924,Rent,6,Debtconsolidation,B,2500,11.14,0,0.05,N,6
SYaeSab8-Pvsx,33,70000,Mortgage,0,Homeimprovement,C,14000,12.61,0,0.2,Y,10
JKWwOs33-4aZs,22,45000,Mortgage,3,Education,B,4000,11.83,0,0.09,N,3
kh8i9NAu-pwtE,30,105000,Mortgage,5,Education,B,20000,11.83,0,0.19,N,5
m3SruQL5-QBBE,26,22800,Rent,4,Debtconsolidation,C,5000,13.57,0,0.22,N,4
TfbZQNJQ-vkqP,31,76000,Mortgage,9,Education,C,12000,15.96,1,0.16,N,5
tPiTYP4L-5lDg,24,62500,Mortgage,8,Debtconsolidation,B,16000,10.38,0,0.26,N,3
koAxfb8k-FhrA,25,75000,Mortgage,7,Homeimprovement,A,12000,7.29,0,0.16,N,3
g1PX07ub-Dbgz,23,78000,Rent,7,Debtconsolidation,F,30000,18.62,1,0.38,Y,3
S0wf93Z5-SUzN,36,36000,Rent,3,Education,B,2500,9.76,0,0.07,N,15
b8vHIGAX-mpTO,41,43000,Rent,0,Venture,A,7000,7.43,0,0.16,N,13
YtxzOXU1-rlXJ,33,75000,Rent,0,Medical,A,12000,7.88,0,0.16,N,10
pkbQNsof-U6t9,25,188000,Mortgage,9,Homeimprovement,D,25000,13.24,1,0.13,Y,4
BLrRRyeU-5pM0,24,51000,Rent,7,Personal,D,9600,15.31,0,0.19,Y,4
keqOhws6-RQeG,30,87580,Own,15,Medical,A,4700,NULL,0,0.05,N,7
6cftx8HW-ENbd,29,24000,Mortgage,0,Education,B,4000,10.59,0,0.17,N,10
rpPf4dC5-y2Oa,29,94000,Mortgage,13,Personal,A,30000,6.62,0,0.32,N,7
OKr9z7Oy-6utM,22,30000,Own,4,Personal,B,5000,11.12,0,0.17,N,2
uTy4JRie-XCne,22,40000,Own,5,Medical,B,6000,9.25,0,0.15,N,3
arbDgII6-Ekjy,23,52000,Rent,0,Education,A,3000,5.99,0,0.06,N,2
ElEaTOsa-G2Af,23,75885,Mortgage,7,Education,C,3000,11.03,0,0.04,N,4
xEq0FMli-3fnq,28,20000,,2,Medical,A,13750,18.43,NULL,0.28,N,3
acP5IgDA-gUEm,24,78000,Mortgage,4,Personal,A,14500,7.51,0,0.19,N,4
4kc1SNie-l58o,31,56000,Mortgage,4,Medical,A,8000,8.59,0,0.14,N,6
6xezJYj3-txDz,27,72000,Own,10,Venture,A,10000,8.94,0,0.14,N,6
NBiqjM8o-mSG6,25,31000,Rent,2,Debtconsolidation,A,1800,8.32,0,0.06,N,2
nZfFoB4d-djYN,36,130000,Rent,3,Debtconsolidation,B,14000,10.37,0,0.11,N,14
6SsT4gQ3-ujID,25,96000,Rent,2,Education,B,15000,8.88,0,0.16,N,2
LztrPQaf-ABcW,23,90000,Mortgage,7,Medical,B,21000,12.42,0,0.23,N,2
voe3xMh4-X7Cf,23,47500,Rent,5,Medical,C,17500,13.61,1,0.37,N,4
8HX4qMye-gGfr,23,108000,Mortgage,7,Debtconsolidation,A,4500,7.14,0,0.04,N,3
SrdIHRkB-R2Tx,28,25000,Rent,5,Medical,A,8000,6.91,1,0.32,N,6
US2fFXuU-SX8T,22,19008,Own,NULL,Venture,A,12000,5.42,1,0.63,N,2
3yIEd8Gg-mnXk,24,104606,Mortgage,8,Venture,D,5000,15.28,0,0.05,N,2
fU4DCeN6-RLZ0,31,105600,Rent,5,Debtconsolidation,B,17700,10.99,0,0.17,N,6
qHMrSoX4-J4ni,26,86000,Mortgage,4,Venture,C,16000,14.26,0,0.19,N,4
gxS4jwZr-pMNC,27,119000,Mortgage,NULL,Debtconsolidation,D,35000,14.27,NULL,0.22,Y,8
3rAfOroq-PBhD,28,63000,Mortgage,7,Homeimprovement,C,6400,14.79,0,0.1,N,9
cjhraDjC-zkZe,35,280000,Mortgage,19,Homeimprovement,C,8500,NULL,0,NULL,N,2
F8sjbtYh-Ntuc,22,73000,Mortgage,6,Education,B,7000,10.59,0,0.1,N,2
0vgYBv1I-UadT,26,48000,Rent,0,Personal,E,6000,16.45,1,0.13,N,4
tzEJscHf-8MaY,22,24000,Rent,3,Debtconsolidation,C,1000,12.84,0,0.04,Y,4
lZ1wtQBP-BUd4,26,174000,Rent,8,Debtconsolidation,B,12000,12.53,0,0.07,N,4
W3hnDQjv-JjnW,37,30000,Rent,7,Medical,B,10000,9.25,1,0.33,N,16
5XAdCJYm-41SB,30,71000,Rent,8,Venture,B,8000,11.12,0,0.11,N,8
GiqlTD71-s0aM,28,59600,Rent,2,Homeimprovement,A,5000,5.79,0,0.08,N,10
9nx4hDaF-lcRJ,25,67000,Rent,3,Medical,A,7000,8.94,0,0.1,N,2
EESkXvct-iiNl,27,58000,Rent,3,Medical,C,1400,15.27,0,0.02,Y,7
LNnOUBXS-ZL98,24,75996,Rent,1,Debtconsolidation,E,10000,16,1,0.13,N,2
cYpN0Bzx-tPs4,28,96000,Mortgage,12,Personal,B,6000,12.69,0,0.06,N,10
LjICdUnS-UsjN,NULL,92000,Mortgage,NULL,Education,A,20000,16,1,0.2,N,8
EoL15H9H-5HD9,22,40000,Own,0,Venture,C,6400,14.22,0,0.16,Y,2
wd4YpKkp-er1u,27,118000,Mortgage,3,Personal,A,10000,6.17,0,0.08,N,6
Rn8eTmOC-2fPt,41,36684,Rent,0,Medical,B,7500,10.96,0,0.2,N,14
ECRN2m41-67cs,25,80004,Rent,9,Homeimprovement,C,11000,12.53,0,0.14,N,4
jLYZG9Ef-8dUq,25,69000,Rent,9,Personal,D,25000,17.49,1,0.36,N,2
DJzWLXQf-bK7s,23,48000,Rent,2,Education,B,16000,10,1,0.33,N,4
aG0haLCb-RnPh,23,24972,Own,NULL,Venture,B,2600,11.86,0,0.1,N,4
ChPwU1jc-U7sy,27,57800,Mortgage,11,Medical,D,16000,16.29,1,0.24,N,8
0BIU0hPP-3LC6,25,55800,Mortgage,1,Personal,B,4000,10.75,0,0.07,N,2
MTAaRQeR-kZUq,22,175000,Rent,6,Venture,C,3500,11.91,0,0.02,Y,2
WeoDvk8U-8YDt,23,69000,Mortgage,7,Venture,B,15000,11.58,0,0.22,N,3
gHp4NByy-FzpC,23,70000,Rent,5,Medical,B,8000,11.99,0,0.11,N,4
Kkgm3r5X-gzxn,27,65000,Mortgage,NULL,Venture,A,6025,6.03,0,0.09,N,10
UwPTOBXJ-viBA,21,60000,Mortgage,5,Debtconsolidation,B,NULL,NULL,0,0.13,,4
YNh8uP9Y-xZwf,26,60000,Rent,0,Personal,A,24000,7.9,1,0.4,N,4
FF743YEH-Qq5i,22,48000,Rent,6,Education,B,8050,10,0,0.17,N,2
0HFNNp4I-Ts5D,22,40800,Rent,5,Medical,A,2000,6.62,0,0.05,N,2
taEX0UEW-X0Fe,25,55315,Rent,3,Education,B,15000,10.74,0,0.27,N,2
UelW040C-zdLo,31,85000,Rent,5,Personal,C,12000,15.27,0,0.14,N,8
Bw2OJ4Cr-hM1C,28,45000,Rent,4,Debtconsolidation,C,9000,14.65,0,0.2,N,10
uoGrKzdN-vsUq,23,85000,Mortgage,7,Education,A,5275,7.43,0,0.06,N,3
x1hErerk-bbl2,23,100000,Mortgage,0,Medical,A,17000,5.79,0,0.17,N,4
fXXiOTcw-83nt,27,34000,Mortgage,6,Homeimprovement,B,8875,10.65,1,0.26,N,9
WPEfGugI-dNXT,23,62400,Rent,0,Personal,A,12000,7.29,0,0.19,N,4
